"HCF","OBS_TOMBO"
3844,
3845,
3846,
3847,
3848,
3849,
3850,
3851,Det. por M.G. caxambu em 13/XI/2006 como L. speciosa
3852,
3853,det por M.G. Caxambu em 13/IX/2005 como Hymenaea courbaril
3854,Det. por M.G. Caxambu em 01/VI/2006 como pertencente a Ulmaceae
3855,
3856,
3857,
3858,
3859,
3860,unicata
3861,Det. por M.L. Fonseca em VI/2004 como pertencente a Caesalpinaceae
3862,Det. por A. Vaz em 1994 como pertencente a Caesalpinaceae
3863,
3864,
3865,Det. por A. Vaz em 1998 como pertencente a Caesalpinaceae
3866,
3867,Det. por M.L. Fonseca em VI/2004 como pertencente a Caesalpinaceae
3868,
3869,
3870,
3871,
3872,
3873,
3874,
3875,
3876,unicata
3877,Det. por A. Vaz em 1999 como Caesalpinaceae
3878,
3879,Det. por M.L. Fonseca em IX/2005 como pertencente a Mimosaceae
3880,Det. por A. Vaz em X/1996 como pertencente a Caesalpinaceae
3881,
3882,
3883,
3884,
3885,
3886,Det. por B.A.S. Pereira em VII/1996 como pertencente a Caesalpinaceae
3887,duplicata
3888,
3889,
3890,
3891,
3892,
3893,
3894,
3895,duplicata
3896,
3897,
3898,
3899,
3900,
3901,
3902,
3903,
3904,Det. por M.L. Fonseca em X/2004 como pertencente a Caesalpinaceae
3905,
3906,
3907,
3908,
3909,
3910,
3911,Det. por G.L. Webster em II/2000 como pertencente a Euphorbiaceae
3912,
3913,
3914,
3915,
3916,Det. por M.L. Fonseca em VI/2004 como pertencente a Caesalpinaceae
3917,Det. por M.L. Fonseca em VI/2004 como pertencente a Caesalpinaceae
3918,unicata
3919,Det. por M.L. Fonseca como Arrabiadaea pulchra em IX/2005
3920,
3921,
3922,Det. por M.L. Fonseca em X/2005 como pertencente a Caesalpinaceae
3923,
3924,Det. por M.L. Fonseca em IX/2004 como Paepalanthus hilairei
3925,unicata
3926,
3927,
3928,
3929,unicata
3930,
3931,
3932,
3933,
3934,
3935,
3936,
3937,
3938,Det. por M.G. Caxambu em 11/VI/2006 como pertencente a Caesalpinaceae
3939,
3940,
3941,Det. por M.G. Caxambu em 24/X/2006 como pertencente a Mimosaceae
3942,
3943,
3944,Det. por M.G. Caxambu em 13/IX/2006 como pertencente a Caesalpinaceae
3945,
3946,Det. por M.G. Caxambu como Caesalpinaceae em 13/IX/2006
3947,
3948,
3949,
3950,
3951,
3952,Det. por J.Cordeiro & E. Barbosa em 2006 como B. alfonsijoannis
3953,
3954,
3955,Det. por M.G. Caxambu em 14/XI/2007 como pertencente a Caesalpinaceae
3956,
3957,duplicata
3958,duplicata
3959,
3960,
3961,Det. por M.G. Caxambu em 12/IX/2006 como pertencente a Caesalpinaceae
3962,
3963,
3964,
3965,
3966,
3967,
3968,
3969,Det. por J. Cordeiro & E. Barbosa em V/2007 como A. sellowiana
3970,
3971,
3972,
3973,duplicata
3974,
3975,duplicata
3976,
3977,
3978,duplicata
3979,
3980,
3981,
3982,
3983,Det. por M.G. Caxambu em 22/VI/2006 como pertencente a Ulmaceae
3984,
3985,
3986,Sinonimia de C. zeylanicum (M.G. Caxambu em 22/VI/2006)
3987,Det. por M.G. Caxambu em 22/VI/2006 como pertencente a Caesalpinaceae
3988,
3989,Det. por M.G. Caxambu em 12/IX/2006 como Wulffia stenoglossa
3990,Det. por M.G. Caxambu em 20/IX/2006 como L. sibiricus
3991,
3992,
3993,
3994,antes det. por J. Cordeiro & E. Barboza como C. serratifolius em 2007
3995,duplicata
3996,
3997,
3998,
3999,
4000,duplicata
4001,Det. por J.Cordeiro & E. Barbosa em V/2007 como A. sellowiana
4002,
4003,duplicata
4004,duplicata
4005,
4006,
4007,
4008,
4009,anteriormente como T. stenocarpa por M.G. Caxambu em 24/X/2006
4010,
4011,
4012,
4013,
4014,
4015,
4016,unicata
4017,
4018,
4019,
4020,
4021,
4022,
4023,Det. por J. Cordeiro & E. Barbosa em V/2007 como A. lhotzkiana
4024,unicata
4025,anteriormente como T. stenocarpa por M.G. Caxambu em 24/X/2006
4026,
4027,Det. por M.G. Caxambu em 23/VI/2004 como pertencente a Caesalpinaceae
4028,
4029,Det. por J. Cordeiro & F. Marinero em XII/2006 como pertencente a Asclepiadaceae
4030,duplicata
4031,duplicata
4032,
4033,
4034,
4035,
4036,Det. por J. Cordeiro & E. Barbosa em IX/2006 como Ipomoea stolonifera
4037,
4038,duplicata
4039,
4040,
4041,
4042,
4043,
4044,
4045,
4046,
4047,
4048,
4049,
4050,
4051,
4052,
4053,
4054,
4055,Det. por J. Cordeiro & E. Barboza em IX/2006 como V. lineata em Vittariaceae
4056,
4057,
4058,unicata
4059,unicata
4060,Det. por J. Cordeiro & E. Barbosa em 2007 como Cordia monosperma
4061,
4062,
4063,
4064,Det. por J.Cordeiro & E.Barbosa em 2006 como I. saopaulista
4065,Det. por M.G. Caxambu em 16/IX/2006 como Chamaesyce hirta
4066,
4067,
4068,duplicata
4069,
4070,
4071,
4072,
4073,
4074,
4075,duplicata
4076,Ant. determinado por M.G. Caxambu em 2006 como Vigna caracalla.
4077,
4078,
4079,
4080,
4081,
4082,
4083,
4084,
4085,
4086,
4087,Det. por M.G. Caxambu em 25/VI/2006 como pertencente a Ulmaceae
4088,
4089,
4090,
4091,
4092,Det. por M.G. Caxambu em 24/X/2006 como pertencente a Mimosaceae
4093,
4094,
4095,duplicata
4096,duplicata
4097,
4098,Det. por J. Cordeiro & E. Barbosa em 2007 como Cordia monosperma
4099,
4100,
4101,Det. por M.G. Caxambu em 14/VII/2006 como A. phyllitidis em Schizaeaceae
4102,
4103,
4104,duplicata
4105,
4106,
4107,Det. por J. Cordeiro & E. Barbosa em V/2007 como S. glabrata
4108,Det. por J.Cordeiro & E.Barbosa em 2007 como Mimosaceae
4109,
4110,duplicata
4111,
4112,anteriormente det. por M.G. Caxambu em 01/VII/2008 como M. luteo-rubra
4113,
4114,
4115,
4116,Det. por J. Cordeiro & E. Barboza em 29/IX/2006 em Apiaceae como H. leucocephala
4117,Sinonimia de C. zeylanicum (M.G. Caxambu em 21/IX/2006)
4118,
4119,
4120,
4121,
4122,
4123,
4124,
4125,
4126,
4127,duplicata
4128,Det. J. Cordeiro & E. Barboza em IX/2006 como A. tomentosa (Schizaeaceae)
4129,
4130,
4131,
4132,Det. por M.G. Caxambu como W. indica em 13/XI/2006
4133,
4134,
4135,
4136,
4137,
4138,
4139,
4140,Det. por M.G. Caxambu em 19/X/2006 como Byrsonima crassa
4141,
4142,
4143,Det.por M.G. Caxambu em 27/VII/2006 como G. officinalis
4144,Det. por J. Cordeiro & E.Barbosa em 2007 como C. fravicoma
4145,
4146,
4147,Det. por M.G. Caxambu como Phoradendron crassifolium em 21/IX/2006
4148,Det. por J.Cordeiro & E. Barbosa em XII/2006 como Mimosaceae
4149,Det. por J. Cordeiro & E. Barboza em IX/2006 como Bauhinia monandra
4150,
4151,
4152,
4153,Det. por J. Cordeiro & E. Barboza em IX/2006 como Polypodium catharinae
4154,
4155,unicata
4156,
4157,
4158,anteriormente ident. por J. Cordeiro & E. Barboza como T. pilosa
4159,
4160,
4161,
4162,Det. por J. Cordeiro & E. Barboza em IX/2006 como Sticherus lanuginosus
4163,
4164,
4165,duplicata
4166,Det. por M.G. Caxambu em 02/X/2006 como B. alfonsijoannis
4167,
4168,unicata
4169,
4170,
4171,
4172,
4173,Det. por M.G. Caxambu em 13/IX/2006 como Caesalpinia stipularis
4174,Det. por M.G. Caxambu em 27/II/2007 como B. multisulcata
4175,
4176,
4177,
4178,
4179,duplicata
4180,
4181,Det. por J. Cordeiro & F. Marinero em XII/2006 como pertencente a Liliaceae
4182,
4183,
4184,
4185,
4186,
4187,
4188,
4189,
4190,
4191,
4192,duplicata
4193,
4194,duplicata
4195,duplicata
4196,
4197,
4198,
4199,
4200,Det. por M.G. Caxambu em 10/VIII/2006 como pertencente a Caesalpinaceae
4201,Det. por M.G. Caxambu em 21/IX/2006 como Phoradendron crassifolium
4202,
4203,
4204,Det. por J. Cordeiro  & E.Barboza em V/2007 como S. paludosa
4205,Det. por J. Cordeiro & E. barboza em 2007 como V. fagifolia
4206,
4207,duplicata
4208,Det. por J. Cordeiro & E. Barboza em 2007 como Gochnatia paniculata
4209,Det. por J. Cordeiro & E.Barbosa em 2007 como pertencente a Caesalpinaceae
4210,
4211,
4212,
4213,
4214,Det. por J. Cordeiro & E.Barbosa em 2007 como pertencente a Mimosaceae
4215,
4216,Det. por J. Cordeiro & E. Barbosa em 2007 como Camptosema tomentosum
4217,
4218,
4219,
4220,
4221,
4222,
4223,Det. por J. Cordeiro & F. Marinero em 2006 como O. variabilis
4224,
4225,duplicata
4226,
4227,Det. por J. Cordeiro & E Barboza em 2007 como Baccharis trimera
4228,
4229,Det. por J. Cordeiro & E. Barboza em 2007 como pertencente a Caesalpinaceae
4230,
4231,duplicata
4232,"1 duplicata"
4233,
4234,
4235,
4236,duplicata
4237,
4238,Det. por J. Cordeiro & E. Barbosa em V/2007 como Cardiospermum grandiflorum
4239,duplicata
4240,
4241,Det. por J. Cordeiro & E.D. Lozano em 2009 como Eugenia glazioviana
4242,
4243,
4244,
4245,
4246,
4247,
4248,dupilicata
4249,
4250,
4251,
4252,
4253,
4254,Det. por J. Cordeiro & F. Marinero em XII/2006 como Cordia curassavica
4255,Det. por J. Cordeiro & E.D. Lozano em 2009 como Eugenia livida
4256,
4257,
4258,
4259,
4260,
4261,
4262, det por J. Cordeiro e F. Marinero em XII/2006 como Tripodanthus acutifolius
4263,
4264,
4265,
4266,
4267,
4268,
4269,
4270,Det. por P. Labiak em V/2007 como A. phyllitidis em Schizaeaceae
4271,
4272,
4273,
4274,Det. por M.G. Caxambu em 14/VI/2007 como A. tomentosa (Schizaeaceae)
4275,duplicata
4276,Det. por M.G. Caxambu em 24/X/2006 como pertencente a Mimosaceae
4277,Det. por MJ. Cordeiro & E. Barbosa em 2007 como Tabebuia ochracea
4278,
4279,
4280,
4281,
4282,
4283,
4284,
4285,
4286,
4287,Det. por J. Cordeiro & E. Barbosa em 2007 como Mikania sp.
4288,
4289,anterior// det. J. Cordeiro & E. Barboza em V/2007 como S. cernuum
4290,
4291,
4292,
4293,Det. por J.Cordeiro & E.Barbosa em 2007 como pertencente a Mimosaceae
4294,
4295,
4296,
4297,
4298,
4299,
4300,
4301,Det. por J. Cordeiro & E. Barbosa como Metastelma scoparium em XII/2006
4302,
4303,
4304,Det. por J. Cordeiro & F. Marinero em XI/2006 como Dennstadtiaceae
4305,
4306,Det. por J. Cordeiro & E. Barboza em 2007 como B. vernonioides
4307,
4308,duplicata
4309,
4310,
4311,
4312,duplicata
4313,
4314,
4315,
4316,
4317,
4318,
4319,
4320,
4321,Det. por M.G. Caxambu em 06/IX/2006 como S. vinosa
4322,Det. por J. Cordeiro & E. Barboza em 2007 como Baccharidastrum triplinervium
4323,
4324,Det. por J. Cordeiro & E.Barbosa em II/2007 como Banisteriopsis adenopoda
4325,
4326,Det. por J. Cordeiro & E. Barboza em 2007 como Baccharidastrum triplinervium
4327,
4328,
4329,
4330,
4331,
4332,duplicata
4333,
4334,
4335,
4336,duplicata
4337,
4338,
4339,
4340,
4341,
4342,
4343,
4344,Det. por J. Cordeiro & E. Barboza em 2007 como pertencente a Caesalpinaceae
4345,
4346,
4347,
4348,
4349,Sinonimia de C. zeylanicum (J. Cordeiro & F. Marinero em XII/2006)
4350,
4351,
4352,"anterior C. amictum, det. por J. Cordeiro & E. Barboza em V/2007 (MBM)"
4353,
4354,
4355,
4356,
4357,
4358,
4359,Det. por M.G. Caxambu em 25/V/2009 como Eugenia livida
4360,Det. por J.Cordeiro & F.Marinero como Rhamnidium (Rhamnaceae) em XII/2006
4361,
4362,
4363,unicata
4364,duplicata
4365,
4366,Det. por J. Cordeiro & E.Barbosa em 2007 como pertencente a Caesalpinaceae
4367,
4368,
4369,
4370,duplicata
4371,
4372,
4373,
4374,
4375,Det. por J. Cordeiro & E. Barboza em V/2007 como S. caracasana
4376,
4377,
4378,Det. por P. Labiak em V/2007 como A. tomentosa Schizaeaceae
4379,
4380,
4381,Det. por J. Cordeiro & E. Barbosa em 2007 como pertencente a Caesalpinaceae
4382,
4383,Det. por J. Cordeiro & E. Barboza em 2007 como pertencente a Asclepiadaceae
4384,
4385,
4386,
4387,
4388,
4389,
4390,
4391,
4392,
4393,
4394,
4395,
4396,
4397,
4398,Det. por J.Cordeiro & E.Barbosa como M. flagellaris var. flagellaris em 2007
4399,duplicata
4400,Det. por J. Cortdeiro & E. Barbosa em 2007 como B. juncoides
4401,
4402,
4403,
4404,duplicata
4405,
4406,
4407,
4408,
4409,
4410,Det. por J. Cordeiro & E.D. Lozano em 2009 como Campomanesia pubescens
4411,
4412,
4413,
4414,
4415,
4416,Det. por M.G. Caxambu em 19/X/2006 como Myrcia rostrata
4417,duplicata
4418,
4419,Det. por M.G. Caxambu em 21/X/2006 como pertencente a Ulmaceae
4420,
4421,
4422,
4423,anterior// det por M.G. Caxambu como Oncidium riograndense em 23/X/2006
4424,Det. por J. Cordeiro & E. Barboza em X/2007 como pertencente a Liliaceae
4425,
4426,
4427,
4428,
4429,Det. por M.G. Caxambu em 22/X/2006 como pertencente a Mimosaceae
4430,
4431,duplicata
4432,
4433,
4434,
4435,
4436,
4437,Det. por JM.G. Caxambu em 23/X/2004 como Alchornea iricurana
4438,
4439,
4440,Det. por J. Cordeiro & E. Barbosa em II/2007 como Cordia axillaris
4441,
4442,
4443,"Det. por J. Cordeiro & E. Barbosa como pertencente a Mimosaceae, em 2007"
4444,Det. por J.Cordeiro & E.D. Lozano em 2009 como Hexaclamys edulis
4445,
4446,
4447,
4448,
4449,
4450,
4451,
4452,
4453,
4454,
4455,
4456,
4457,Det. por J.Cordeiro & E.Barbosa em 2008 como pertencente a Caesalpinaceae
4458,
4459,
4460,
4461,Det. por J. Cordeiro & E. Barbosa em 2007 como Piriadacus erubescens
4462,
4463,anterior// det. por J. Cordeiro & E. Barboza como R. formosa em V/2007
4464,
4465,
4466,
4467,
4468,
4469,
4470,
4471,
4472,duplicata
4473,
4474,duplicata
4475,Det. por R. Trevisan em V/2008 como Tripogon spicatus.
4476,
4477,
4478,
4479,
4480,Det. por A.R. Silva em 06/III/2007 como Selenicereus setaceus
4481,unicata
4482,unicata
4483,
4484,"Det. por J. Cordeiro & E. Barbosa como pertencente a Mimosaceae, em 2007"
4485,Det. por J. Cordeiro & E. Barboza em 2007 como pertencente a Asclepiadaceae
4486,
4487,Det. por M.G. Caxambu como Ottonia martiana em 20/XI/2006
4488,duplicata
4489,
4490,
4491,unicata
4492,Det. por P. Labiak em V/2007 como Cheilanthes concolor
4493,
4494,
4495,"anter. com Cyphomandra corymbiflora, det. por J. Cordeiro e E. Barboza do MBM"
4496,
4497,
4498,
4499,Det. por M.G. Caxambu em 20/XI/2006 como Carica quercifolia
4500,
4501,
4502,
4503,
4504,
4505,
4506,
4507,
4508,
4509,unicata
4510,
4511,
4512,
4513,
4514,
4515,
4516,duplicata
4517,
4518,
4519,duplicata
4520,
4521,
4522,
4523,
4524,
4525,duplicata
4526,
4527,
4528,duplicata
4529,Det. por J. Cordeiro & E. Barbosa em V/2007 como Cordia monosperma
4530,
4531,Det. por J.Cordeiro & E.Barbosa em 2008 como S. laxum
4532,duplicata
4533,
4534,
4535,
4536,
4537,
4538,
4539,
4540,
4541,
4542,det. por J. Cordeiro & E. Barboza como S. latifolia em 2007
4543,Det. por M.G. Caxambu em 04/XII/2006 como L. speciosa
4544,duplicata
4545,
4546,
4547,duplicata
4548,
4549,
4550,Det. por J. Cordeiro & E. Barbosa em 2008 como S. iridifolium
4551,
4552,
4553,
4554,
4555,Det. por J. Cordeiro & E. Barbosa como pertencente a Cornaceae em II/2007
4556,Det. por J. Cordeiro & E. Barboza em 2007 como Guatteria dusenii
4557,Det. por M.G. Caxambu como Baccharis aracatubensis em 27/II/2007
4558,
4559,
4560,
4561,duplicata
4562,
4563,
4564,Det. por J. Cordeiro & E. Barbosa em 2007 como pertencente a Mimosaceae
4565,
4566,unicata
4567,
4568,
4569,
4570,Det. por J. Cordeiro & E. Barboza como A. tomentosa (Schizaeaceae) em V/2007
4571,Det. por J. Cordeiro & E. Barboza em 2007 como pertencente a Asclepiadaceae
4572,
4573,
4574,det. por J. Cordeiro & E. Barboza em 2007 como M. buddleiaefolia
4575,
4576,
4577,Det. por M.G. Caxambu em 08/XII/2006 como Polypodium hirsutissimum
4578,
4579,
4580,
4581,
4582,
4583,
4584,Det. por J. Cordeiro & E. Barboza em II/2007 como Polypodium catharinae
4585,
4586,
4587,
4588,
4589,
4590,
4591,"antes S. caeruleum Vell., det por J. Cordeiro & E. Barboza V/2007 (MBM)"
4592,
4593,Det. por M.G. Caxambu em 28/II/2007 como Erigeron maximus
4594,
4595,
4596,
4597,
4598,Det. por J. Cordeiro & E.D. Lozano em 2009 como Myrcia rostrata
4599,
4600,
4601,
4602,
4603,
4604,
4605,
4606,
4607,
4608,Det. em II/2007 por J. Cordeiro & E. Barboza como P. sellowii
4609,
4610,duplicata
4611,
4612,
4613,
4614,Det. por M.G. Caxambu em 14/XII/2006 como pertencente a Valerianaceae
4615,
4616,
4617,
4618,
4619,
4620,
4621,Det. por J. Cordeiro & E. Barbosa em 2007 como E. sellowiana
4622,
4623,
4624,
4625,Det. por J. Cordeiro & E. Barboza em 2008 como S. palmifolium
4626,
4627,
4628,Det. por J. Cordeiro & E. Barboza em 2007 como Symphyopappus itatiayensis
4629,
4630,
4631,
4632,
4633,
4634,
4635,
4636,
4637,
4638,
4639,
4640,
4641,
4642,Det. por J. Cordeiro & E. Barboza em 2007 como Hypochaeris brasiliensis
4643,Det. por J. Cordeiro & E. Barboza em V/2007 como Philodendron loefgrenii
4644,
4645,
4646,
4647,Det. por J. Cordeiro E & Barbosa em II/2007 como Halimium brasiliense
4648,unicata
4649,Det. por J. Cordeiro & E.Barbosa em II/2007 como pertencente a Saxifragaceae
4650,
4651,
4652,
4653,duplicata
4654,
4655,
4656,
4657,
4658,
4659,
4660,
4661,
4662,duplicata
4663,nov. comb. de Borreria
4664,
4665,
4666,
4667,
4668,det. por J. Cordeiro & E. Barboza como C. intermedium em V/2007
4669,Det. por J. Cordeiro & E.Barbosa como pertencente a Caesalpinaceae em 2007
4670,Det. por J. Cordeiro & E. Barboza em II/2007 como B. fraxineum
4671,
4672,Det. por P. Labiak em V/2007 como A. phyllitidis Schizaeaceae
4673,
4674,Det. por M.G. Caxambu em 20/III/2007 como Quisqualis indica
4675,
4676,duplicata
4677,
4678,
4679,
4680,
4681,
4682,
4683,
4684,
4685,
4686,
4687,
4688,duplicata
4689,
4690,
4691,
4692,Det. por J.Cordeiro & V.C. Martin em 2010 como A. alsinaefolia
4693,
4694,Det. por J. Cordeiro e G. Felitto em 2011 como Mollindia cujabana
4695,duplicata
4696,anterior// det por J. Cordeiro & E. Barboza como Annona glabra em 2007
4697,
4698,
4699,
4700,
4701,
4702,duplicata
4703,
4704,
4705,
4706,
4707,
4708,Det. por M.G. Caxambu em 21/II/2007 em Apiaceae como H. leucocephala
4709,
4710,
4711,
4712,
4713,
4714,Det. por M.G. caxambu em 11/V/2007 como pertencente a Asclepiadaceae
4715,
4716,
4717,
4718,
4719,
4720,
4721,
4722,unicata
4723,
4724,
4725,
4726,
4727,
4728,Det. por J. Cordeiro & E. Barbosa como Cordia discolor em 2007
4729,
4730,
4731,
4732,duplicata
4733,
4734,
4735,
4736,
4737,
4738,
4739,
4740,duplicata
4741,
4742,
4743,Det. por M.G. Caxambu em 15/II/2007 como A. phyllitidis em Schizaeaceae
4744,
4745,duplicata
4746,
4747,
4748,
4749,
4750,
4751,
4752,Det. por J.Cordeiro & E.Barbosa em V/2007 como C. dracaenoides
4753,
4754,
4755,
4756,
4757,Det. por R. Goldenberg como A. alsinaefolia em 01/I/2007
4758,
4759,
4760,duplicata
4761,Det. por M.G. Caxambu como A. edulis em 23/III/2007
4762,
4763,
4764,
4765,
4766,
4767,
4768,
4769,
4770,
4771,P nicotianifolia é sinônimo desta.
4772,duplicata
4773,
4774,
4775,
4776,
4777,duplicata
4778,
4779,Det. por  P. Labiak em V/2007 como Cheilanthes concolor
4780,Det. por P. Labiak em V/2007 como pertencente a Schizaeaceae.
4781,duplicata
4782,Det. por M.G. Caxambu em 16/II/2007como pertencente a Mimosaceae
4783,
4784,
4785,
4786,
4787,unicata
4788,
4789,Det. por M.G. Caxambu em 26/II/2007 como Chamaesyce hirta
4790,nov. comb. de Borreria
4791,
4792,
4793,
4794,
4795,
4796,anterior// det. por M.G. Caxambu como S. boerhaaviifolium em 01/III/2007
4797,
4798,
4799,
4800,
4801,
4802,
4803,
4804,duplicata
4805,
4806,
4807,
4808,
4809,
4810,
4811,
4812,
4813,
4814,duplicata
4815,Det. por J. Cordeiro & E. Barbosa em 2008 como S. vaginatum
4816,Det. por J.Cordeiro & E.Barbosa em 2007 como pertencente a Euphorbiaceae
4817,
4818,
4819,duplicata
4820,
4821,
4822,
4823,Det. M.G. Caxambu em 05/III/2007 como Ottonia martiana
4824,
4825,
4826,Det. por M.G. Caxambu em 05/III/2007 como M. luteo-rubra
4827,Det. por M.G. caxambu em 05/III/2007 como Calathea eichleri
4828,Det. por J. Cordeiro e E. Barboza como C. lanceolatum em 2008
4829,
4830,anteriormente det. por J. Cordeiro & E. Barboza em 2007 como M. coccinea
4831,
4832,
4833,
4834,duplicata
4835,
4836,
4837,
4838,
4839,
4840,
4841,
4842,
4843,
4844,
4845,
4846,
4847,unicata
4848,
4849,
4850,Det. por M.G. Caxambu em 06/III/2007 como pertencente a Ulmaceae
4851,
4852,
4853,
4854,
4855,Det. por J. Cordeiro & E.Barbosa como I. ramosissima em 2008
4856,
4857,
4858,duplicata
4859,
4860,
4861,
4862,
4863,
4864,
4865,
4866,duplicata
4867,Det. M.G. Caxambu em 08/III/2007 como pertencente a Mimosaceae
4868,
4869,
4870,
4871,
4872,
4873,
4874,duplicata
4875,
4876,revisada por I. Cordeiro em 2014
4877,nova combinação de Polypodium para Pleopeltis em 2008
4878,Det. por M.G. Caxambu em 10/III/2007 como pertencente a Caesalpinaceae
4879,
4880,
4881,
4882,Det. por M.G. Caxambu em 19/IV/2007 como M. fluminensis
4883,
4884,
4885,duplicata
4886,
4887,Det. por M.G. Caxambu em 10/III/2007 como Caesalpinia peltophoroides
4888,
4889,
4890,
4891,
4892,
4893,Det. por M.G. Caxambu em 13/III/2007 como pertencente a Caesalpinaceae
4894,
4895,
4896,
4897,Det. por M.G. Caxambu em 13/III/2007 como Caesalpinaceae
4898,
4899,
4900,Det. por M.G. Caxambu em 12/III/2007 como B. alfonsijoannis
4901,Det. por J. Cordeiro & E. Barboza em 2007 como B. tripetalum
4902,
4903,
4904,
4905,
4906,Det. por M.G. Caxambu em Schizaeaceae em 14/VI/2007
4907,Det. por M.G. Caxambu em 14/VI/2007 como A. phyllitidis Schizaeaceae
4908,
4909,Det. por M.G. Caxambu como pertencente a Caesalpinaceae em 13/III/2007
4910,
4911,
4912,Det. por M.G. caxambu em 13/III/2007 como pertencente a Hamamelidaceae
4913,duplicata
4914,
4915,
4916,Det. por M.G. Caxambu em 13/III/2007 como A. sellowiana
4917,
4918,
4919,
4920,
4921,Det. por M.G. Caxambu em 13/III/2007 como pertencente a Caesalpinaceae
4922,
4923,
4924,
4925,duplicata
4926,
4927,
4928,Det. por J. Cordeiro & E. Barboza em 2007 como pertencente a Asclepiadaceae
4929,
4930,
4931,Sinonimia de C. zeylanicum (J. Cordeiro & E. Barboza em 2007)
4932,
4933,Det. por R. Goldenberg como A. alcinaefolia em 2007
4934,
4935,Det. por M.G. Caxambu em 14/III/2007 como O. palustris
4936,duplicata
4937,
4938,unicata
4939,Det. por J. Cordeiro & E. Barbosa em 2007 como Euphorbia sp.
4940,
4941,duplicata
4942,
4943,
4944,
4945,duplicata
4946,
4947,Det. por M.G. Caxambu em 03/IV/2007 como pertencente a Caesalpinaceae
4948,
4949,
4950,
4951,
4952,
4953,
4954,
4955,
4956,
4957,
4958,Det. por M.G. Caxambu em 11/IV/2007 como Chamaesyce hirta
4959,
4960,
4961,
4962,
4963,Det. por P. Labiak em V/2007 como Cheilanthes concolor
4964,
4965,Det. por J.Cordeiro & E.Barbosa como Melochia pilosa em 2008
4966,Det. por J. Cordeiro & E. Barboza em 2007 como B. capillaris
4967,
4968,
4969,duplicata
4970,
4971,
4972,
4973,
4974,
4975,Det. por M.G. Caxambu em 05/IV/2007 em Apiaceae como H. leucocephala
4976,
4977,Det. por J. Cordeiro & E. Barbosa em 2007 como Cordia monosperma
4978,duplicata
4979,
4980,
4981,
4982,
4983,
4984,
4985,Det. por M.G. Caxambu em 14/VI/2007 como pertencente a Mimosaceae
4986,Det. por M.G. Caxambu em 14/VI/2007 como A. phyllitidis Schizaeaceae
4987,
4988,Det. por P. Labiak em V/2007 como Cheilanthes concolor
4989,Det. por M.G. caxambu em 11/V/2007 como pertencente a Asclepiadaceae
4990,Det. por M.G. Caxambu em 11/IV/2007 como pertencente a Caesalpinaceae
4991,"Anteriormente como R. rosaefolius, até 26/XI/2007"
4992,
4993,
4994,duplicata
4995,
4996,
4997,Det. por M.G. Caxambu em 09/IV/2007 como Polypodium hirsutissimum
4998,duplicata
4999,
5000,
5001,Det. por J.Cordeiro & E.Barbosa em 2008 como T. abutiloides
5002,duplicata
5003,
5004,Det. por M.G. Caxambu em 09/IV/2007 como pertencente a Mimosaceae
5005,
5006,
5007,
5008,
5009,
5010,unicata
5011,
5012,duplicata
5013,
5014,
5015,
5016,
5017,
5018,
5019,
5020,
5021,Det. por M.G. Caxambu em 19/IV/2007 como Ruellia angustifolia
5022,
5023,
5024,Det. por J. Cordeiro & E. Barboza em 2007 como C. erecta
5025,
5026,
5027,unicata
5028,
5029,duplicata
5030,
5031,
5032,
5033,Det. como Crinum procerum por M.G. Caxambu em 19/IV/2007
5034,
5035,duplicata
5036,
5037,
5038,
5039,
5040,
5041,
5042,
5043,
5044,
5045,
5046,
5047,
5048,
5049,
5050,
5051,duplicata
5052,
5053,
5054,
5055,
5056,
5057,
5058,
5059,
5060,
5061,
5062,
5063,
5064,
5065,
5066,
5067,Det. por O.S. Ribas em 2006 como pertencente a Mimosaceae
5068,
5069,
5070,
5071,
5072,
5073,
5074,unicata
5075,Det. por M. Dematteis em 2005 como Aster squamatus
5076,
5077,
5078,Det. por O.S. Ribas em 2005 como Baccharis magapotamica var. magapotamica
5079,Det. por O.S. Ribas em 2005 como Baccharis magapotamica var. magapotamica
5080,Det. por O.S. Ribas em 2005 como Mikania helichrysoides
5081,
5082,
5083,
5084,
5085,
5086,Det. por G. Hatschbach como S. glaziovii em 2005
5087,Det. por A. Rapini como pertencente a Asclepiadaceae
5088,
5089,
5090,
5091,
5092,
5093,
5094,unicata
5095,
5096,Det. O.S. Ribas em 2006 como pertencente a Mimosaceae
5097,unicata
5098,
5099,
5100,
5101,unicata
5102,
5103,unicata
5104,
5105,
5106,
5107,
5108,
5109,Det. por R.G. Udulutsch em 2006 como Arrabidaea brachypoda
5110,
5111,
5112,
5113,
5114,
5115,
5116,
5117,
5118,
5119,unicata
5120,
5121,
5122,
5123,Det. por G. Hatschbach em 2002 como pertencente a Mimosaceae
5124,
5125,
5126,
5127,
5128,
5129,unicata
5130,
5131,
5132,
5133,
5134,unicata
5135,duplicata
5136,
5137,
5138,
5139,
5140,
5141,
5142,
5143,
5144,unicata
5145,
5146,
5147,
5148,Det. como G. Hastchbach como Austroplenckia populnea em 2005
5149,
5150,
5151,
5152,unicata
5153,
5154,
5155,
5156,
5157,Det. por G. Hatschbach em 2003 como Acosmium subelegans
5158,Det. por G. Hatschbach em 2005 como pertencente a Mimosaceae
5159,
5160,
5161,
5162,
5163,
5164,
